[2025-06-03 21:16:30,226] [INFO] ============================================================
[2025-06-03 21:16:30,227] [INFO] 양자화 로거 초기화
[2025-06-03 21:16:30,227] [INFO] 로그 디렉토리: quantization_results/mobilenet_v3_small_20250603_211630
[2025-06-03 21:16:30,227] [INFO] 메인 로그: quantization_results/mobilenet_v3_small_20250603_211630/quantization_20250603_211630.log
[2025-06-03 21:16:30,227] [INFO] 에러 로그: quantization_results/mobilenet_v3_small_20250603_211630/errors_20250603_211630.log
[2025-06-03 21:16:30,227] [INFO] ============================================================
[2025-06-03 21:16:30,227] [INFO] MobileNetQuantization 초기화: mobilenet_v3_small
[2025-06-03 21:16:30,227] [INFO] 모델 로드 중: mobilenet_v3_small
[2025-06-03 21:16:30,399] [INFO] 모델 아키텍처: mobilenet_v3_small
[2025-06-03 21:16:30,401] [INFO] 파라미터 수: 2,542,856
[2025-06-03 21:16:30,401] [INFO] 모델 로드 성공
[2025-06-03 21:16:30,401] [INFO] ============================================================
[2025-06-03 21:16:30,401] [INFO] 데이터 로더 준비 시작
[2025-06-03 21:16:30,401] [INFO] 학습 데이터 경로: /home/minha/.cache/kagglehub/datasets/tusonggao/imagenet-train-subset-100k/versions/1/imagenet_subtrain
[2025-06-03 21:16:30,401] [INFO] 검증 데이터 경로: /home/minha/.cache/kagglehub/datasets/tusonggao/imagenet-validation-dataset/versions/1/imagenet_validation
[2025-06-03 21:16:30,402] [INFO] 데이터셋 로드 중...
[2025-06-03 21:16:31,409] [INFO] 학습 데이터: 100000 샘플
[2025-06-03 21:16:31,410] [INFO] 검증 데이터: 50000 샘플
[2025-06-03 21:16:31,410] [INFO] 클래스 수: 1000
[2025-06-03 21:16:31,410] [INFO] 배치 크기: 16
[2025-06-03 21:16:31,410] [INFO] 워커 수: 4
[2025-06-03 21:16:31,411] [INFO] 체크포인트 저장: quantization_results/mobilenet_v3_small_20250603_211630/dataset_info.json
[2025-06-03 21:16:31,411] [INFO] 데이터 로더 생성 완료
[2025-06-03 21:16:31,412] [INFO] 양자화 백엔드: fbgemm
[2025-06-03 21:16:31,412] [INFO] 원본 모델 평가 시작...
[2025-06-03 21:16:32,468] [DEBUG] 원본 모델 평가 진행: 0/3125 배치
[2025-06-03 21:16:52,861] [DEBUG] 원본 모델 평가 진행: 100/3125 배치
[2025-06-03 21:17:28,857] [DEBUG] 원본 모델 평가 진행: 200/3125 배치
[2025-06-03 21:18:13,359] [DEBUG] 원본 모델 평가 진행: 300/3125 배치
[2025-06-03 21:18:41,339] [DEBUG] 원본 모델 평가 진행: 400/3125 배치
[2025-06-03 21:19:18,487] [DEBUG] 원본 모델 평가 진행: 500/3125 배치
[2025-06-03 21:19:51,015] [DEBUG] 원본 모델 평가 진행: 600/3125 배치
[2025-06-03 21:20:16,013] [DEBUG] 원본 모델 평가 진행: 700/3125 배치
[2025-06-03 21:20:57,668] [DEBUG] 원본 모델 평가 진행: 800/3125 배치
[2025-06-03 21:21:40,579] [DEBUG] 원본 모델 평가 진행: 900/3125 배치
[2025-06-03 21:22:20,857] [DEBUG] 원본 모델 평가 진행: 1000/3125 배치
[2025-06-03 21:22:58,211] [DEBUG] 원본 모델 평가 진행: 1100/3125 배치
[2025-06-03 21:24:00,926] [DEBUG] 원본 모델 평가 진행: 1200/3125 배치
[2025-06-03 21:24:28,419] [DEBUG] 원본 모델 평가 진행: 1300/3125 배치
[2025-06-03 21:25:31,983] [DEBUG] 원본 모델 평가 진행: 1400/3125 배치
[2025-06-03 21:26:06,513] [DEBUG] 원본 모델 평가 진행: 1500/3125 배치
[2025-06-03 21:27:17,524] [DEBUG] 원본 모델 평가 진행: 1600/3125 배치
[2025-06-03 21:28:43,215] [DEBUG] 원본 모델 평가 진행: 1700/3125 배치
[2025-06-03 21:29:26,739] [DEBUG] 원본 모델 평가 진행: 1800/3125 배치
[2025-06-03 21:30:08,695] [DEBUG] 원본 모델 평가 진행: 1900/3125 배치
[2025-06-03 21:31:11,006] [DEBUG] 원본 모델 평가 진행: 2000/3125 배치
[2025-06-03 21:32:38,800] [DEBUG] 원본 모델 평가 진행: 2100/3125 배치
[2025-06-03 21:33:42,619] [DEBUG] 원본 모델 평가 진행: 2200/3125 배치
[2025-06-03 21:34:21,996] [DEBUG] 원본 모델 평가 진행: 2300/3125 배치
[2025-06-03 21:35:14,975] [DEBUG] 원본 모델 평가 진행: 2400/3125 배치
[2025-06-03 21:36:02,444] [DEBUG] 원본 모델 평가 진행: 2500/3125 배치
[2025-06-03 21:37:04,297] [DEBUG] 원본 모델 평가 진행: 2600/3125 배치
[2025-06-03 21:37:59,206] [DEBUG] 원본 모델 평가 진행: 2700/3125 배치
[2025-06-03 21:38:33,182] [DEBUG] 원본 모델 평가 진행: 2800/3125 배치
[2025-06-03 21:39:54,687] [DEBUG] 원본 모델 평가 진행: 2900/3125 배치
[2025-06-03 21:40:32,089] [DEBUG] 원본 모델 평가 진행: 3000/3125 배치
[2025-06-03 21:41:44,752] [DEBUG] 원본 모델 평가 진행: 3100/3125 배치
[2025-06-03 21:41:53,198] [INFO] 원본 모델 평가 완료 - 정확도: 67.67%
[2025-06-03 21:41:53,214] [INFO] 체크포인트 저장: quantization_results/mobilenet_v3_small_20250603_211630/evaluation_원본_모델_평가.json
[2025-06-03 21:41:53,237] [INFO] 모델 크기: 9.75 MB
[2025-06-03 21:41:53,239] [INFO] 추론 시간 측정 시작...
[2025-06-03 21:41:53,262] [DEBUG] 모델 워밍업 중...
[2025-06-03 21:41:54,523] [DEBUG] 100회 추론 시간 측정 중...
[2025-06-03 21:41:54,635] [DEBUG] 추론 진행: 0/100
[2025-06-03 21:41:55,794] [DEBUG] 추론 진행: 20/100
[2025-06-03 21:41:56,561] [DEBUG] 추론 진행: 40/100
[2025-06-03 21:41:57,103] [DEBUG] 추론 진행: 60/100
[2025-06-03 21:41:57,697] [DEBUG] 추론 진행: 80/100
[2025-06-03 21:41:58,178] [INFO] 평균 추론 시간: 36.55 ms
[2025-06-03 21:41:58,225] [INFO] MobileNetV3 모듈 융합 완료
[2025-06-03 21:44:46,550] [INFO] 양자화 모델 평가 시작...
[2025-06-03 21:44:47,051] [WARNING] 배치 0 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,055] [WARNING] 배치 1 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,058] [WARNING] 배치 2 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,061] [WARNING] 배치 3 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,287] [WARNING] 배치 4 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,290] [WARNING] 배치 5 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,340] [WARNING] 배치 6 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,343] [WARNING] 배치 7 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,682] [WARNING] 배치 8 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:47,860] [WARNING] 배치 9 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,029] [WARNING] 배치 10 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,032] [WARNING] 배치 11 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,037] [WARNING] 배치 12 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,199] [WARNING] 배치 13 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,388] [WARNING] 배치 14 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,391] [WARNING] 배치 15 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,394] [WARNING] 배치 16 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,525] [WARNING] 배치 17 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,870] [WARNING] 배치 18 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,873] [WARNING] 배치 19 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,877] [WARNING] 배치 20 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:48,881] [WARNING] 배치 21 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,279] [WARNING] 배치 22 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,283] [WARNING] 배치 23 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,287] [WARNING] 배치 24 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,291] [WARNING] 배치 25 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,636] [WARNING] 배치 26 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,639] [WARNING] 배치 27 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,641] [WARNING] 배치 28 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,643] [WARNING] 배치 29 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,956] [WARNING] 배치 30 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,958] [WARNING] 배치 31 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,961] [WARNING] 배치 32 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:49,963] [WARNING] 배치 33 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,312] [WARNING] 배치 34 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,318] [WARNING] 배치 35 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,322] [WARNING] 배치 36 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,326] [WARNING] 배치 37 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,665] [WARNING] 배치 38 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,668] [WARNING] 배치 39 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,671] [WARNING] 배치 40 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,675] [WARNING] 배치 41 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,975] [WARNING] 배치 42 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,979] [WARNING] 배치 43 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,981] [WARNING] 배치 44 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:50,986] [WARNING] 배치 45 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,282] [WARNING] 배치 46 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,287] [WARNING] 배치 47 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,289] [WARNING] 배치 48 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,294] [WARNING] 배치 49 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,597] [WARNING] 배치 50 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,603] [WARNING] 배치 51 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,606] [WARNING] 배치 52 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,610] [WARNING] 배치 53 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,889] [WARNING] 배치 54 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,891] [WARNING] 배치 55 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,894] [WARNING] 배치 56 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:51,906] [WARNING] 배치 57 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,213] [WARNING] 배치 58 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,215] [WARNING] 배치 59 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,219] [WARNING] 배치 60 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,228] [WARNING] 배치 61 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,569] [WARNING] 배치 62 - 양자화 관련 오류 발생, 스킵
[2025-06-03 21:44:52,572] [WARNING] 배치 63 - 양자화 관련 오류 발생, 스킵
